Borough,Year,FIPS County Code,DCP Borough Code,Census Tract,Population
Brooklyn,2000,047,3,045400,2110
Brooklyn,2000,047,3,045600,2330
Brooklyn,2000,047,3,045800,1513
Brooklyn,2000,047,3,046000,3668
Brooklyn,2000,047,3,046201,2447
Brooklyn,2000,047,3,046202,1490
Brooklyn,2000,047,3,046400,2537
Brooklyn,2000,047,3,046800,982
Brooklyn,2000,047,3,047000,3020
Brooklyn,2000,047,3,047200,2969
Brooklyn,2000,047,3,047400,2983
Brooklyn,2000,047,3,047600,3794
Brooklyn,2000,047,3,047700,2276
Brooklyn,2000,047,3,047800,4916
Brooklyn,2000,047,3,048000,3442
Brooklyn,2000,047,3,048100,2772
Brooklyn,2000,047,3,048200,5310
Brooklyn,2000,047,3,048400,5244
Brooklyn,2000,047,3,048500,1613
Brooklyn,2000,047,3,048600,3576
Brooklyn,2000,047,3,048800,4393
Brooklyn,2000,047,3,048900,4020
Brooklyn,2000,047,3,049000,6153
Brooklyn,2000,047,3,049100,5453
Brooklyn,2000,047,3,049200,3346
Brooklyn,2000,047,3,049300,7681
Brooklyn,2000,047,3,049400,5596
Brooklyn,2000,047,3,049500,2727
Brooklyn,2000,047,3,049600,4560
Brooklyn,2000,047,3,049700,2228
Brooklyn,2000,047,3,049800,4069
Brooklyn,2000,047,3,049900,1649
Brooklyn,2000,047,3,050000,3680
Brooklyn,2000,047,3,050100,2646
Brooklyn,2000,047,3,050202,2150
Brooklyn,2000,047,3,050300,2735
Brooklyn,2000,047,3,050400,4463
Brooklyn,2000,047,3,050500,4211
Brooklyn,2000,047,3,050600,6187
Brooklyn,2000,047,3,050700,728
Brooklyn,2000,047,3,050801,4342
Brooklyn,2000,047,3,050803,2896
Brooklyn,2000,047,3,050804,6646
Brooklyn,2000,047,3,050900,1838
Brooklyn,2000,047,3,051001,3829
Brooklyn,2000,047,3,051002,5444
Brooklyn,2000,047,3,051100,3730
Brooklyn,2000,047,3,051200,6871
Brooklyn,2000,047,3,051300,4362
Brooklyn,2000,047,3,051400,7692
Brooklyn,2000,047,3,051500,877
Brooklyn,2000,047,3,051601,5587
Brooklyn,2000,047,3,051602,4168
Brooklyn,2000,047,3,051700,1514
Brooklyn,2000,047,3,051800,3678
Brooklyn,2000,047,3,051900,3043
Brooklyn,2000,047,3,052000,4399
Brooklyn,2000,047,3,052300,5729
Brooklyn,2000,047,3,052500,3537
Brooklyn,2000,047,3,052600,4515
Brooklyn,2000,047,3,052700,7277
Brooklyn,2000,047,3,052800,2105
Brooklyn,2000,047,3,052900,4295
Brooklyn,2000,047,3,053000,3564
Brooklyn,2000,047,3,053100,2582
Brooklyn,2000,047,3,053200,2757
Brooklyn,2000,047,3,053300,7560
Brooklyn,2000,047,3,053400,4612
Brooklyn,2000,047,3,053500,4880
Brooklyn,2000,047,3,053700,1963
Brooklyn,2000,047,3,053800,4701
Brooklyn,2000,047,3,053900,3476
Brooklyn,2000,047,3,054200,4469
Brooklyn,2000,047,3,054300,38
Brooklyn,2000,047,3,054400,3705
Brooklyn,2000,047,3,054500,8257
Brooklyn,2000,047,3,054600,4571
Brooklyn,2000,047,3,054700,3364
Brooklyn,2000,047,3,054800,2077
Brooklyn,2000,047,3,054900,1488
Brooklyn,2000,047,3,055000,3572
Brooklyn,2000,047,3,055100,4313
Brooklyn,2000,047,3,055200,3489
Brooklyn,2000,047,3,055300,2583
Brooklyn,2000,047,3,055400,4284
Brooklyn,2000,047,3,055500,875
Brooklyn,2000,047,3,055600,3806
Brooklyn,2000,047,3,055700,1168
Brooklyn,2000,047,3,055800,2533
Brooklyn,2000,047,3,056000,3571
Brooklyn,2000,047,3,056100,3728
Brooklyn,2000,047,3,056200,1673
Brooklyn,2000,047,3,056300,4440
Brooklyn,2000,047,3,056400,2442
Brooklyn,2000,047,3,056500,3563
Brooklyn,2000,047,3,056600,2577
Brooklyn,2000,047,3,056800,1343
Brooklyn,2000,047,3,056900,1664
Brooklyn,2000,047,3,057000,3292
Brooklyn,2000,047,3,057100,5083
Brooklyn,2000,047,3,057200,5633
Brooklyn,2000,047,3,057300,2787
Brooklyn,2000,047,3,057400,2626
Brooklyn,2000,047,3,057500,5006
Brooklyn,2000,047,3,057600,2836
Brooklyn,2000,047,3,057800,2988
Brooklyn,2000,047,3,057900,1362
Brooklyn,2000,047,3,058000,3149
Brooklyn,2000,047,3,058200,2999
Brooklyn,2000,047,3,058400,3528
Brooklyn,2000,047,3,058600,2327
Brooklyn,2000,047,3,058800,3473
Brooklyn,2000,047,3,058900,1774
Brooklyn,2000,047,3,059000,1878
Brooklyn,2000,047,3,059100,4277
Brooklyn,2000,047,3,059200,3987
Brooklyn,2000,047,3,059300,2488
Brooklyn,2000,047,3,059401,7875
Brooklyn,2000,047,3,059402,4614
Brooklyn,2000,047,3,059600,2249
Brooklyn,2000,047,3,059800,3310
Brooklyn,2000,047,3,060000,6116
Brooklyn,2000,047,3,060600,2472
Brooklyn,2000,047,3,060800,3725
Brooklyn,2000,047,3,061002,2747
Brooklyn,2000,047,3,061003,1974
Brooklyn,2000,047,3,061004,6582
Brooklyn,2000,047,3,061200,1177
Brooklyn,2000,047,3,061600,1521
Brooklyn,2000,047,3,062000,1759
Brooklyn,2000,047,3,062200,3064
Brooklyn,2000,047,3,062600,2720
Brooklyn,2000,047,3,062800,5509
Brooklyn,2000,047,3,063200,1368
Brooklyn,2000,047,3,063600,1283
Brooklyn,2000,047,3,063800,1507
Brooklyn,2000,047,3,064000,1488
Brooklyn,2000,047,3,064200,2693
Brooklyn,2000,047,3,064400,2299
Brooklyn,2000,047,3,064600,2064
Brooklyn,2000,047,3,064800,1974
Brooklyn,2000,047,3,065000,1425
Brooklyn,2000,047,3,065200,1173
Brooklyn,2000,047,3,065400,1611
Brooklyn,2000,047,3,065600,1826
Brooklyn,2000,047,3,065800,1849
Brooklyn,2000,047,3,066000,1662
Brooklyn,2000,047,3,066200,1366
Brooklyn,2000,047,3,066600,1
Brooklyn,2000,047,3,067000,2364
Brooklyn,2000,047,3,067200,1319
Brooklyn,2000,047,3,067400,2009
Brooklyn,2000,047,3,067600,1738
Brooklyn,2000,047,3,067800,2637
Brooklyn,2000,047,3,068000,1780
Brooklyn,2000,047,3,068200,2238
Brooklyn,2000,047,3,068600,1546
Brooklyn,2000,047,3,068800,1559
Brooklyn,2000,047,3,069000,1773
Brooklyn,2000,047,3,069200,2353
Brooklyn,2000,047,3,069601,3344
Brooklyn,2000,047,3,069602,4583
Brooklyn,2000,047,3,069800,1394
Brooklyn,2000,047,3,070000,1736
Brooklyn,2000,047,3,070201,6502
Brooklyn,2000,047,3,070202,15
Brooklyn,2000,047,3,070203,0
Brooklyn,2000,047,3,070600,2876
Brooklyn,2000,047,3,072000,1643
Brooklyn,2000,047,3,072200,2853
Brooklyn,2000,047,3,072400,1984
Brooklyn,2000,047,3,072600,2535
Brooklyn,2000,047,3,072800,3777
Brooklyn,2000,047,3,073000,2327
Brooklyn,2000,047,3,073200,2345
Brooklyn,2000,047,3,073400,2165
Brooklyn,2000,047,3,073600,3356
Brooklyn,2000,047,3,073800,3306
Brooklyn,2000,047,3,074000,3623
Brooklyn,2000,047,3,074200,3348
Brooklyn,2000,047,3,074400,2349
Brooklyn,2000,047,3,074600,1985
Brooklyn,2000,047,3,074800,2094
Brooklyn,2000,047,3,075000,3148
Brooklyn,2000,047,3,075200,1260
Brooklyn,2000,047,3,075400,1600
Brooklyn,2000,047,3,075600,1974
Brooklyn,2000,047,3,075800,1877
Brooklyn,2000,047,3,076000,2993
Brooklyn,2000,047,3,076200,4671
Brooklyn,2000,047,3,076400,4192
Brooklyn,2000,047,3,076600,2297
Brooklyn,2000,047,3,076800,3601
Brooklyn,2000,047,3,077000,3063
Brooklyn,2000,047,3,077200,3325
Brooklyn,2000,047,3,077400,3121
Brooklyn,2000,047,3,077600,4123
Brooklyn,2000,047,3,078000,2555
Brooklyn,2000,047,3,078200,4320
Brooklyn,2000,047,3,078400,2740
Brooklyn,2000,047,3,078600,4469
Brooklyn,2000,047,3,078800,3775
Brooklyn,2000,047,3,079000,5908
Brooklyn,2000,047,3,079200,3815
Brooklyn,2000,047,3,079400,1932
Brooklyn,2000,047,3,079601,5195
Brooklyn,2000,047,3,079602,5189
Brooklyn,2000,047,3,079801,3579
Brooklyn,2000,047,3,079802,5512
Brooklyn,2000,047,3,080000,3927
Brooklyn,2000,047,3,080200,4817
Brooklyn,2000,047,3,080400,3380
Brooklyn,2000,047,3,080600,2770
Brooklyn,2000,047,3,080800,0
Brooklyn,2000,047,3,081000,2444
Brooklyn,2000,047,3,081400,3080
Brooklyn,2000,047,3,081600,3011
Brooklyn,2000,047,3,081800,5253
Brooklyn,2000,047,3,082000,5392
Brooklyn,2000,047,3,082200,7463
Brooklyn,2000,047,3,082400,4448
Brooklyn,2000,047,3,082600,6051
Brooklyn,2000,047,3,082800,3985
Brooklyn,2000,047,3,083000,6563
Brooklyn,2000,047,3,083200,2563
Brooklyn,2000,047,3,083400,2132
Brooklyn,2000,047,3,083600,2186
Brooklyn,2000,047,3,083800,2521
Brooklyn,2000,047,3,084000,2512
Brooklyn,2000,047,3,084600,2164
Brooklyn,2000,047,3,084800,1792
Brooklyn,2000,047,3,085000,1435
Brooklyn,2000,047,3,085200,0
Brooklyn,2000,047,3,085400,2210
Brooklyn,2000,047,3,085600,3898
Brooklyn,2000,047,3,085800,2443
Brooklyn,2000,047,3,086000,3665
Brooklyn,2000,047,3,086200,3395
Brooklyn,2000,047,3,086400,2134
Brooklyn,2000,047,3,086600,3215
Brooklyn,2000,047,3,086800,3438
Brooklyn,2000,047,3,087000,3216
Brooklyn,2000,047,3,087200,3627
Brooklyn,2000,047,3,087401,3315
Brooklyn,2000,047,3,087600,1707
Brooklyn,2000,047,3,087800,3165
Brooklyn,2000,047,3,088000,2721
Brooklyn,2000,047,3,088200,6761
Brooklyn,2000,047,3,088400,5097
Brooklyn,2000,047,3,088600,4650
Brooklyn,2000,047,3,088800,4124
Brooklyn,2000,047,3,089000,6566
Brooklyn,2000,047,3,089200,4012
Brooklyn,2000,047,3,089400,3664
Brooklyn,2000,047,3,089600,3654
Brooklyn,2000,047,3,089800,1530
Brooklyn,2000,047,3,090000,5520
Brooklyn,2000,047,3,090200,4884
Brooklyn,2000,047,3,090600,4151
Brooklyn,2000,047,3,090800,3376
Brooklyn,2000,047,3,091000,5642
Brooklyn,2000,047,3,091200,7340
Brooklyn,2000,047,3,091600,4238
Brooklyn,2000,047,3,091800,2847
Brooklyn,2000,047,3,092000,2892
Brooklyn,2000,047,3,092200,2865
Brooklyn,2000,047,3,092400,2484
Brooklyn,2000,047,3,092800,2801
Brooklyn,2000,047,3,093000,2775
Brooklyn,2000,047,3,093200,1356
Brooklyn,2000,047,3,093400,2402
Brooklyn,2000,047,3,093600,1876
Brooklyn,2000,047,3,093800,2654
Brooklyn,2000,047,3,094401,3350
Brooklyn,2000,047,3,094402,2826
Brooklyn,2000,047,3,094600,2090
Brooklyn,2000,047,3,095000,3182
Brooklyn,2000,047,3,095400,4742
Brooklyn,2000,047,3,095600,3966
Brooklyn,2000,047,3,095800,3351
Brooklyn,2000,047,3,096000,3
Brooklyn,2000,047,3,096200,1674
Brooklyn,2000,047,3,096400,2161
Brooklyn,2000,047,3,096600,2128
Brooklyn,2000,047,3,096800,1395
Brooklyn,2000,047,3,097000,2078
Brooklyn,2000,047,3,097400,2599
Brooklyn,2000,047,3,098200,4542
Brooklyn,2000,047,3,098400,2066
Brooklyn,2000,047,3,098600,3128
Brooklyn,2000,047,3,098800,3074
Brooklyn,2000,047,3,099000,1531
Brooklyn,2000,047,3,099200,1847
Brooklyn,2000,047,3,099400,1930
Brooklyn,2000,047,3,099600,3875
Brooklyn,2000,047,3,099800,3736
Brooklyn,2000,047,3,100400,2779
Brooklyn,2000,047,3,100600,2581
Brooklyn,2000,047,3,100800,2087
Brooklyn,2000,047,3,101000,2155
Brooklyn,2000,047,3,101200,2016
Brooklyn,2000,047,3,101400,2189
Brooklyn,2000,047,3,101600,1572
Brooklyn,2000,047,3,101800,2020
Brooklyn,2000,047,3,102000,2055
Brooklyn,2000,047,3,102200,2106
Brooklyn,2000,047,3,102400,2044
Brooklyn,2000,047,3,102600,2775
Brooklyn,2000,047,3,102800,1772
Brooklyn,2000,047,3,103400,3899
Brooklyn,2000,047,3,105801,7858
Brooklyn,2000,047,3,105804,6763
Brooklyn,2000,047,3,107000,294
Brooklyn,2000,047,3,107800,4428
Brooklyn,2000,047,3,109800,1488
Brooklyn,2000,047,3,110400,4018
Brooklyn,2000,047,3,110600,4277
Brooklyn,2000,047,3,111000,3508
Brooklyn,2000,047,3,111600,2315
Brooklyn,2000,047,3,111800,2623
Brooklyn,2000,047,3,112000,3142
Brooklyn,2000,047,3,112200,2914
Brooklyn,2000,047,3,112400,3253
Brooklyn,2000,047,3,112600,3626
Brooklyn,2000,047,3,112800,3937
Brooklyn,2000,047,3,113000,3544
Brooklyn,2000,047,3,113200,1387
Brooklyn,2000,047,3,113400,2998
Brooklyn,2000,047,3,114201,1736
Brooklyn,2000,047,3,114202,2508
Brooklyn,2000,047,3,114400,2213
Brooklyn,2000,047,3,114600,3036
Brooklyn,2000,047,3,115000,1763
Brooklyn,2000,047,3,115200,2525
Brooklyn,2000,047,3,115600,4076
Brooklyn,2000,047,3,115800,2929
Brooklyn,2000,047,3,116000,2604
Brooklyn,2000,047,3,116200,2290
Brooklyn,2000,047,3,116400,2766
Brooklyn,2000,047,3,116600,2599
Brooklyn,2000,047,3,116800,1957
Brooklyn,2000,047,3,117000,1837
Brooklyn,2000,047,3,117201,2914
Brooklyn,2000,047,3,117202,4287
Brooklyn,2000,047,3,117400,4268
Brooklyn,2000,047,3,117601,2664
Brooklyn,2000,047,3,117602,3173
Brooklyn,2000,047,3,117800,1715
Brooklyn,2000,047,3,118000,0
Brooklyn,2000,047,3,118201,2902
Brooklyn,2000,047,3,118202,3057
Brooklyn,2000,047,3,118400,5106
Brooklyn,2000,047,3,118600,3133
Brooklyn,2000,047,3,118800,4560
Brooklyn,2000,047,3,119000,1986
Brooklyn,2000,047,3,119200,2400
Brooklyn,2000,047,3,119400,3371
Brooklyn,2000,047,3,119600,4972
Brooklyn,2000,047,3,119800,3190
Brooklyn,2000,047,3,120000,2247
Brooklyn,2000,047,3,120200,1916
Brooklyn,2000,047,3,120800,8483
Brooklyn,2000,047,3,121000,3986
Brooklyn,2000,047,3,121400,4384
Brooklyn,2000,047,3,122000,2555
Brooklyn,2000,047,3,123700,1838
Brooklyn,2000,047,3,150200,2237
Brooklyn,2000,047,3,152200,3407
Brooklyn,2000,047,3,990100,0
Manhattan,2000,061,1,000100,0
Manhattan,2000,061,1,000201,3329
Manhattan,2000,061,1,000202,6837
Manhattan,2000,061,1,000500,2
Manhattan,2000,061,1,000600,12276
Manhattan,2000,061,1,000700,907
Manhattan,2000,061,1,000800,10917
Manhattan,2000,061,1,000900,1124
Manhattan,2000,061,1,001001,1361
Manhattan,2000,061,1,001002,6733
Manhattan,2000,061,1,001200,3466
Manhattan,2000,061,1,001300,1607
Manhattan,2000,061,1,001401,2962
Manhattan,2000,061,1,001402,3019
Manhattan,2000,061,1,001501,4562
Manhattan,2000,061,1,001502,3937
Manhattan,2000,061,1,001600,9598
Manhattan,2000,061,1,001800,10157
Manhattan,2000,061,1,002000,5174
Manhattan,2000,061,1,002100,2407
Manhattan,2000,061,1,002201,6646
Manhattan,2000,061,1,002202,1556
Manhattan,2000,061,1,002400,5080
Manhattan,2000,061,1,002500,5209
Manhattan,2000,061,1,002601,3400
Manhattan,2000,061,1,002602,3718
Manhattan,2000,061,1,002700,1517
Manhattan,2000,061,1,002800,6701
Manhattan,2000,061,1,002900,7422
Manhattan,2000,061,1,003001,4275
Manhattan,2000,061,1,003002,3281
Manhattan,2000,061,1,003100,1726
Manhattan,2000,061,1,003200,8016
Manhattan,2000,061,1,003300,3696
Manhattan,2000,061,1,003400,6561
Manhattan,2000,061,1,003601,3280
Manhattan,2000,061,1,003602,2372
Manhattan,2000,061,1,003700,2256
Manhattan,2000,061,1,003800,9162
Manhattan,2000,061,1,003900,4292
Manhattan,2000,061,1,004000,8690
Manhattan,2000,061,1,004100,8957
Manhattan,2000,061,1,004200,3664
Manhattan,2000,061,1,004300,4884
Manhattan,2000,061,1,004400,15112
Manhattan,2000,061,1,004500,1066
Manhattan,2000,061,1,004700,2463
Manhattan,2000,061,1,004800,6402
Manhattan,2000,061,1,004900,5010
Manhattan,2000,061,1,005000,5695
Manhattan,2000,061,1,005200,3741
Manhattan,2000,061,1,005400,3955
Manhattan,2000,061,1,005501,4907
Manhattan,2000,061,1,005502,2187
Manhattan,2000,061,1,005600,2577
Manhattan,2000,061,1,005700,2535
Manhattan,2000,061,1,005800,659
Manhattan,2000,061,1,005900,5581
Manhattan,2000,061,1,006000,3989
Manhattan,2000,061,1,006100,5101
Manhattan,2000,061,1,006200,5077
Manhattan,2000,061,1,006300,6265
Manhattan,2000,061,1,006400,7334
Manhattan,2000,061,1,006500,6690
Manhattan,2000,061,1,006600,11841
Manhattan,2000,061,1,006700,5645
Manhattan,2000,061,1,006800,6753
Manhattan,2000,061,1,006900,2341
Manhattan,2000,061,1,007000,7763
Manhattan,2000,061,1,007100,5620
Manhattan,2000,061,1,007200,8111
Manhattan,2000,061,1,007300,6699
Manhattan,2000,061,1,007400,3712
Manhattan,2000,061,1,007500,4168
Manhattan,2000,061,1,007600,2493
Manhattan,2000,061,1,007700,6146
Manhattan,2000,061,1,007800,7471
Manhattan,2000,061,1,007900,4598
Manhattan,2000,061,1,008000,5392
Manhattan,2000,061,1,008100,7359
Manhattan,2000,061,1,008200,2764
Manhattan,2000,061,1,008300,3477
Manhattan,2000,061,1,008400,1041
Manhattan,2000,061,1,008601,2656
Manhattan,2000,061,1,008602,0
Manhattan,2000,061,1,008603,4613
Manhattan,2000,061,1,008700,4626
Manhattan,2000,061,1,008800,7345
Manhattan,2000,061,1,008900,5320
Manhattan,2000,061,1,009000,7599
Manhattan,2000,061,1,009100,4553
Manhattan,2000,061,1,009200,1334
Manhattan,2000,061,1,009300,8714
Manhattan,2000,061,1,009400,51
Manhattan,2000,061,1,009500,2694
Manhattan,2000,061,1,009600,210
Manhattan,2000,061,1,009700,4852
Manhattan,2000,061,1,009800,7066
Manhattan,2000,061,1,009900,1155
Manhattan,2000,061,1,010000,1822
Manhattan,2000,061,1,010100,239
Manhattan,2000,061,1,010200,269
Manhattan,2000,061,1,010300,1463
Manhattan,2000,061,1,010400,1097
Manhattan,2000,061,1,010601,7968
Manhattan,2000,061,1,010602,3949
Manhattan,2000,061,1,010800,8079
Manhattan,2000,061,1,010900,208
Manhattan,2000,061,1,011000,6732
Manhattan,2000,061,1,011100,3048
Manhattan,2000,061,1,011201,1041
Manhattan,2000,061,1,011202,380
Manhattan,2000,061,1,011203,1255
Manhattan,2000,061,1,011300,322
Manhattan,2000,061,1,011401,1484
Manhattan,2000,061,1,011402,2367
Manhattan,2000,061,1,011500,1467
Manhattan,2000,061,1,011600,3860
Manhattan,2000,061,1,011700,340
Manhattan,2000,061,1,011800,8605
Manhattan,2000,061,1,011900,1405
Manhattan,2000,061,1,012000,3965
Manhattan,2000,061,1,012100,8288
Manhattan,2000,061,1,012200,3914
Manhattan,2000,061,1,012400,10714
Manhattan,2000,061,1,012500,1762
Manhattan,2000,061,1,012600,12895
Manhattan,2000,061,1,012700,7278
Manhattan,2000,061,1,012800,6639
Manhattan,2000,061,1,012900,4457
Manhattan,2000,061,1,013000,4622
Manhattan,2000,061,1,013100,2086
Manhattan,2000,061,1,013200,9690
Manhattan,2000,061,1,013300,5805
Manhattan,2000,061,1,013400,10666
Manhattan,2000,061,1,013500,3505
Manhattan,2000,061,1,013600,15354
Manhattan,2000,061,1,013700,6797
Manhattan,2000,061,1,013800,12612
Manhattan,2000,061,1,013900,9795
Manhattan,2000,061,1,014000,7754
Manhattan,2000,061,1,014200,4980
Manhattan,2000,061,1,014300,18
Manhattan,2000,061,1,014401,4887
Manhattan,2000,061,1,014402,6359
Manhattan,2000,061,1,014500,4411
Manhattan,2000,061,1,014601,3846
Manhattan,2000,061,1,014602,8257
Manhattan,2000,061,1,014700,2231
Manhattan,2000,061,1,014801,2903
Manhattan,2000,061,1,014802,6947
Manhattan,2000,061,1,014900,5956
Manhattan,2000,061,1,015001,2247
Manhattan,2000,061,1,015002,5866
Manhattan,2000,061,1,015100,7091
Manhattan,2000,061,1,015200,6909
Manhattan,2000,061,1,015300,9040
Manhattan,2000,061,1,015400,13058
Manhattan,2000,061,1,015500,6256
Manhattan,2000,061,1,015601,5486
Manhattan,2000,061,1,015602,1598
Manhattan,2000,061,1,015700,10961
Manhattan,2000,061,1,015801,5804
Manhattan,2000,061,1,015802,3190
Manhattan,2000,061,1,015900,9293
Manhattan,2000,061,1,016001,4172
Manhattan,2000,061,1,016002,3164
Manhattan,2000,061,1,016100,6710
Manhattan,2000,061,1,016200,10067
Manhattan,2000,061,1,016300,6844
Manhattan,2000,061,1,016400,5986
Manhattan,2000,061,1,016500,6618
Manhattan,2000,061,1,016600,7327
Manhattan,2000,061,1,016700,6943
Manhattan,2000,061,1,016800,4158
Manhattan,2000,061,1,016900,8641
Manhattan,2000,061,1,017000,8157
Manhattan,2000,061,1,017100,9624
Manhattan,2000,061,1,017200,5258
Manhattan,2000,061,1,017300,8991
Manhattan,2000,061,1,017401,5821
Manhattan,2000,061,1,017402,2173
Manhattan,2000,061,1,017500,10725
Manhattan,2000,061,1,017700,9618
Manhattan,2000,061,1,017800,4096
Manhattan,2000,061,1,017900,9497
Manhattan,2000,061,1,018000,7851
Manhattan,2000,061,1,018100,9082
Manhattan,2000,061,1,018200,6859
Manhattan,2000,061,1,018300,9112
Manhattan,2000,061,1,018400,6006
Manhattan,2000,061,1,018500,3783
Manhattan,2000,061,1,018600,5736
Manhattan,2000,061,1,018700,9806
Manhattan,2000,061,1,018800,6471
Manhattan,2000,061,1,018900,11883
Manhattan,2000,061,1,019000,1818
Manhattan,2000,061,1,019100,9077
Manhattan,2000,061,1,019200,3818
Manhattan,2000,061,1,019300,9416
Manhattan,2000,061,1,019400,6845
Manhattan,2000,061,1,019500,8067
Manhattan,2000,061,1,019600,3751
Manhattan,2000,061,1,019701,23
Manhattan,2000,061,1,019702,2088
Manhattan,2000,061,1,019800,1517
Manhattan,2000,061,1,019900,9077
Manhattan,2000,061,1,020000,2413
Manhattan,2000,061,1,020101,2215
Manhattan,2000,061,1,020102,3594
Manhattan,2000,061,1,020300,3583
Manhattan,2000,061,1,020500,5113
Manhattan,2000,061,1,020600,2310
Manhattan,2000,061,1,020701,2548
Manhattan,2000,061,1,020800,4071
Manhattan,2000,061,1,020901,3448
Manhattan,2000,061,1,021000,6623
Manhattan,2000,061,1,021100,10718
Manhattan,2000,061,1,021200,4166
Manhattan,2000,061,1,021303,5941
Manhattan,2000,061,1,021400,3161
Manhattan,2000,061,1,021500,2925
Manhattan,2000,061,1,021600,7986
Manhattan,2000,061,1,021703,1
Manhattan,2000,061,1,021800,5018
Manhattan,2000,061,1,021900,6423
Manhattan,2000,061,1,022000,5068
Manhattan,2000,061,1,022102,2050
Manhattan,2000,061,1,022200,2412
Manhattan,2000,061,1,022301,8410
Manhattan,2000,061,1,022302,3997
Manhattan,2000,061,1,022400,6211
Manhattan,2000,061,1,022500,11108
Manhattan,2000,061,1,022600,3601
Manhattan,2000,061,1,022700,5195
Manhattan,2000,061,1,022800,4636
Manhattan,2000,061,1,022900,8843
Manhattan,2000,061,1,023000,7965
Manhattan,2000,061,1,023100,5961
Manhattan,2000,061,1,023200,8344
Manhattan,2000,061,1,023300,6054
Manhattan,2000,061,1,023400,3530
Manhattan,2000,061,1,023501,6134
Manhattan,2000,061,1,023502,2040
Manhattan,2000,061,1,023600,5688
Manhattan,2000,061,1,023700,7260
Manhattan,2000,061,1,023801,1010
Manhattan,2000,061,1,023802,8510
Manhattan,2000,061,1,023900,2686
Manhattan,2000,061,1,024000,1386
Manhattan,2000,061,1,024100,8295
Manhattan,2000,061,1,024200,3311
Manhattan,2000,061,1,024301,4296
Manhattan,2000,061,1,024302,7386
Manhattan,2000,061,1,024500,15838
Manhattan,2000,061,1,024700,7762
Manhattan,2000,061,1,024900,1150
Manhattan,2000,061,1,025100,2995
Manhattan,2000,061,1,025300,12753
Manhattan,2000,061,1,025500,6885
Manhattan,2000,061,1,025700,2942
Manhattan,2000,061,1,025900,1932
Manhattan,2000,061,1,026100,13080
Manhattan,2000,061,1,026300,9811
Manhattan,2000,061,1,026500,8120
Manhattan,2000,061,1,026700,1923
Manhattan,2000,061,1,026900,9931
Manhattan,2000,061,1,027100,8897
Manhattan,2000,061,1,027300,6265
Manhattan,2000,061,1,027500,2718
Manhattan,2000,061,1,027700,8112
Manhattan,2000,061,1,027900,11764
Manhattan,2000,061,1,028100,2548
Manhattan,2000,061,1,028300,8370
Manhattan,2000,061,1,028500,8391
Manhattan,2000,061,1,028700,4538
Manhattan,2000,061,1,029100,12413
Manhattan,2000,061,1,029300,9522
Manhattan,2000,061,1,029500,7588
Manhattan,2000,061,1,029700,0
Manhattan,2000,061,1,029900,3979
Manhattan,2000,061,1,030300,4178
Manhattan,2000,061,1,030700,3587
Manhattan,2000,061,1,030900,7820
Manhattan,2000,061,1,031100,19
Manhattan,2000,061,1,031703,1574
Manhattan,2000,061,1,031704,6377
Manhattan,2000,061,1,031900,237
Queens,2000,081,4,000100,1370
Queens,2000,081,4,000200,2941
Queens,2000,081,4,000400,4747
Queens,2000,081,4,000600,3717
Queens,2000,081,4,000700,4030
Queens,2000,081,4,000800,3186
Queens,2000,081,4,001000,3170
Queens,2000,081,4,001200,3797
Queens,2000,081,4,001400,3268
Queens,2000,081,4,001600,2688
Queens,2000,081,4,001800,2795
Queens,2000,081,4,001900,794
Queens,2000,081,4,002000,1332
Queens,2000,081,4,002200,2409
Queens,2000,081,4,002400,2163
Queens,2000,081,4,002500,6597
Queens,2000,081,4,002600,2132
Queens,2000,081,4,002800,3083
Queens,2000,081,4,003000,1364
Queens,2000,081,4,003100,1736
Queens,2000,081,4,003200,1547
Queens,2000,081,4,003300,2283
Queens,2000,081,4,003400,2332
Queens,2000,081,4,003600,3099
Queens,2000,081,4,003700,1414
Queens,2000,081,4,003800,2213
Queens,2000,081,4,003900,1516
Queens,2000,081,4,004001,1786
Queens,2000,081,4,004002,1254
Queens,2000,081,4,004200,3740
Queens,2000,081,4,004300,2571
Queens,2000,081,4,004401,3244
Queens,2000,081,4,004500,3165
Queens,2000,081,4,004700,4436
Queens,2000,081,4,005000,0
Queens,2000,081,4,005100,2526
Queens,2000,081,4,005200,2415
Queens,2000,081,4,005300,5966
Queens,2000,081,4,005400,5247
Queens,2000,081,4,005500,1216
Queens,2000,081,4,005700,4904
Queens,2000,081,4,005800,5569
Queens,2000,081,4,005900,4779
Queens,2000,081,4,006100,6749
Queens,2000,081,4,006201,5451
Queens,2000,081,4,006202,6094
Queens,2000,081,4,006300,7029
Queens,2000,081,4,006501,4275
Queens,2000,081,4,006502,4515
Queens,2000,081,4,006900,4537
Queens,2000,081,4,007100,4572
Queens,2000,081,4,007300,4881
Queens,2000,081,4,007500,4518
Queens,2000,081,4,007700,1330
Queens,2000,081,4,007900,3489
Queens,2000,081,4,008100,978
Queens,2000,081,4,008300,3114
Queens,2000,081,4,008500,1245
Queens,2000,081,4,008600,2703
Queens,2000,081,4,008700,4545
Queens,2000,081,4,008800,3035
Queens,2000,081,4,009100,2731
Queens,2000,081,4,009400,3105
Queens,2000,081,4,009500,2742
Queens,2000,081,4,009600,3378
Queens,2000,081,4,009700,3593
Queens,2000,081,4,009800,2944
